,Name,Latitude,Longitude,Rating,Address,City
15495,Paramount Pet Entertainment - Reptile Parties & more!,33.904008,-118.158235,4.2,"8055 Rosecrans Ave #107 A, Paramount",Paramount
15613,Granero's Feed & Pets,34.1155569,-117.3142771,4.1,"1325 W 9th St, San Bernardino",San Bernardino
16071,Pet's Corner,37.78107139999999,-122.4590973,4.8,"102, 3701 Geary Blvd, San Francisco",San Francisco
16285,Aquatic Reef Designs,34.2531374,-119.2292423,4.4,"2186 Eastman Ave # 106, Ventura",Ventura
16383,My Pet Naturally,34.0299452,-118.4494256,4.6,"12001 Pico Blvd, Los Angeles",Los Angeles
16390,Global Pet Food Outlet,34.0022862,-118.4063146,4.7,"4449 Sepulveda Blvd, Culver City",Culver City
16912,Puppy Chums Pet Store,37.963797,-122.348634,5.0,"1919 Rd 20, San Pablo",San Pablo
16973,Casa Rustica,35.3768738,-119.0222221,0.0,"1918 G St, Bakersfield",Bakersfield
17357,Pet Country,33.6357214,-117.6831563,4.8,"22485 El Toro Rd Suite A, Lake Forest",Lake Forest
17462,Pet Station South Lake Tahoe,38.917895,-119.997863,4.5,"2205 Lake Tahoe Blvd, South Lake Tahoe",South Lake Tahoe
17464,Pet Supermarket,38.9141501,-120.005781,3.9,"960 Emerald Bay Rd, South Lake Tahoe",South Lake Tahoe
17469,Dog Dog Cat,38.954002,-119.944245,4.6,"4000 Lake Tahoe Blvd C-17, South Lake Tahoe",South Lake Tahoe
17626,Family Petcare Store,38.1220856,-122.6021756,5.0,"181 San Marin Dr, Novato",Novato
17827,Pet Station,40.4075003,-120.6351829,4.2,"2936 Main St, Susanville",Susanville
17896,World Wide Aquatics,35.1962048,-118.8249724,0.0,"103 Schipper St, Arvin",Arvin
18537,Rancho Feed & Pet,34.120095,-117.618121,4.4,"8603 Base Line Rd, Rancho Cucamonga",Rancho Cucamonga
19250,Pet Stop,33.5579922,-117.1794347,4.0,"40477 Murrieta Hot Springs Rd d7, Murrieta",Murrieta
19343,Dixie's Paws & Claws,38.6775974,-121.7725877,4.9,"615 Main St, Woodland",Woodland
19344,Pet Extreme,38.67082500000001,-121.7266362,0.0,Woodland,Woodland
19345,Grateful Dog Daycare,38.5833836,-121.4816378,4.6,"430 17th St, Sacramento",Sacramento
19356,Frisky Friends Pet Sitting,36.850552,-119.656359,0.0,"1143 N Locan Ave, Clovis",Clovis
